职位名称,公司,部门,工作地点,学历要求,工作年限,岗位层级,岗位描述,岗位要求,招聘人数,HR,发布日期,更新日期,有效日期,职位状态,职位链接
海外审核体验专家,小红书,,北京市,本科及以上,不限,,"1、对用户在海外全链路审核环节的体验负责，建立并维护全渠道的服务及申诉问题监控，洞察用户审核体验的痛点和需求，并推动优化策略落地；
2、构建用户审核体验归因分析体系，协同申诉审核、规则运营、风控策略、产品研发等多部门，通过优化对外发信、产品功能、内部流程机制等举措，提升用户在大商业的审核体验；
3、深入理解业务目标和方向，洞察行业趋势，通过行业对标、内部资源协调、多方协作等方法探索体验问题解法，提出针对、可落地的体验方案；
4、构建申诉、服务研判数据指标体系，对于异动指标进行拆解和问题跟踪，独立发起用户体验专项优化项目，搭建并统筹相关体验专项工作，协同相关团队推动体验专项闭环落地，保障核心体验指标达成；","1、本科学历及以上，3年以上用户运营/用户研究/体验优化管理经验，历史有体验优化项目经验的优先，熟悉常用用户体验数据指标、体验机制和改善方法论
2、有比较强的用户需求洞察能力、沟通协调能力、逻辑思维能力和业务敏感度，具备跨团队运营项目经历，有一定互联网产品思维
3、数据敏感，有比较好的数据分析能力，能熟练使用excel，有sql、python和r语言经验优先；
4、积极乐观，抗压能力、主动性、学习能力强，能快速止适应业务，能独立思考、会复盘；
5、英语需作为工作语言（雅思6.5分以上更优）",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18342
海外规则运营负责人,小红书,,北京市,本科及以上,不限,,"1、理解海外安全和风险的底层逻辑，准确解读海外政策与本土文化，制定审核规则并根据内外部反馈不断优化完善，提高规则在内外部的理解度；
2、完成规则落地与有效触达，通过更完善的验收机制保障规则落地执行的准确性，探索大模型规则的转译与应用，构建结构清晰、表达准确的规则数；
3、对平台内外的违规信息和舆情指令进行监控与整理，输出可落地的治理规则，对执行及风险/体验数据进行评估分析，基于业务模式迭代，完成规则优化，提升规则多为的适配性；
4、协同产品研发部门，推动规则流程产品化，更好地嵌入业务系统，提升规则平台使用体验；
5、负责团队管理，提升团队业务能力和凝聚力，培养人才梯队；","1、本科及以上学历，5年以上规则运营经验；
2、跨团队沟通协调能力强，有主导过项目全流程的经验，熟悉平台规则及行业动态，对内容理解；
3、具备项目管理全流程经验，擅长跨部门协作，高效推动目标落地，逻辑思维佳，抗压能力强，韧性强，有owner意识；
4、有海外留学或工作经历者优先，英语可作为工作语言（雅思6.5分以上更优），可适应跨时区协作；",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18332
海外风险与质量负责人,小红书,,北京市,本科及以上,不限,,"1、风险感知与研判：整合内外部信源（舆情、用户反馈、数据异常等），建立多维度风险感知体系，明确风险场景与等级划分标准；利用数据分析、大模型/AI技术（如异常行为识别、关联图谱）提升风险识别效率和准确性。
2、风险挖掘与治理：对高风险事件进行深度拆解（如交易欺诈、黑灰产攻击），通过行为分析、链路归因定位根因，输出风险分析报告及治理方案；联动风控、算法、产品团队优化策略（如调整模型阈值、新增拦截规则），监控召回率、误伤率等核心指标，确保风险可控；
3、全链路运营优化：对现有风控策略进行摸底、验证和迭代，设计可扩展的风险识别SOP与策略体系；追踪新兴风险趋势，前瞻性制定防御方案并沉淀知识库；
4、团队管理与协同：负责团队管理，提升团队业务能力和凝聚力，培养人才梯队；制定风险挖掘标准并推动跨部门协作，确保治理动作落地；在应急事件中快速响应，主导风险处置与复盘，减少业务损失；","1、本科学历及以上，5年以上风险管控经验，熟悉跨境业务中的风控场景（如欺诈、账号安全、舆情危机）。
2、精通数据分析（SQL/Python/R），能通过抽样复盘、聚类分析定位风险特征；有AI/大模型应用于风控的经验优先。
3、优秀的逻辑拆解能力，能输出结构化报告并推动策略落地。
4、英语可作为工作语言，可适应跨时区协作。",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18333
资深Android开发工程师-增长创新方向,小红书,,"北京市,上海市",本科及以上,不限,,"1、负责小红书增长创新玩法方向研发工作，参与产品需求讨论和功能开发，保障需求高效高质量交付，助力业务增长目标达成；
2、负责多个模块工程平台化建设，提升研发效率与质量，确保模块稳定、高效运行；
3、负责攻克模块中的技术难题，持续优化性能，提升用户体验，技术驱动增长场景探索。","1、本科及以上学历，计算机、通信等相关专业优先；
2、基本功扎实，熟练掌握Java、Kotlin等语言，深入理解语言特性，了解Android Framework，对重要系统特新和原理有较好的理解；
3、具备良好编程习惯与架构设计能力，能够高效编写高质量代码；
4、拥有较强的学习能力，能快速掌握新技术并应用于工作，具有良好的沟通能力及抗压能力；
5、有一定的产品和业务意识，积极探索，从技术驱动业务增长。",3,袁庆芳,,,,,https://hunter.xiaohongshu.com/position-detail/18312
资深iOS开发工程师-增长创新方向,小红书,,"北京市,上海市",本科及以上,不限,,"1、负责小红书增长创新玩法方向研发工作，参与产品需求讨论和功能开发，保障需求高效高质量交付，助力业务增长目标达成；
2、负责对应模块工程平台化建设，提升研发效率与质量，确保模块稳定、高效运行；
3、负责攻克模块中的技术难题，持续优化性能，提升用户体验，技术驱动增长场景探索。","1、本科及以上学历，计算机、通信等相关专业优先；
2、基本功扎实，熟练掌握Objective-C、swift等语言，对iOS基础组件及重要特性有扎实掌握；
3、具备良好编程习惯与架构设计能力，能够高效编写高质量代码；
4、拥有较强的学习能力，能快速掌握新技术并应用于工作，具有良好的沟通能力及抗压能力；
5、有一定的产品和业务意识，积极探索，从技术驱动业务增长。",3,袁庆芳,,,,,https://hunter.xiaohongshu.com/position-detail/18311
Java开发工程师-搜广推【国际化方向】,小红书,,"北京市,上海市,深圳市",本科及以上,3-5年,,"1、负责小红书国际化搜广推C端业务迭代，负责搭建国际化搜广推业务平台，负责国际化搜广推业务架构，提供系统解决方案，提升社区核心服务稳定性
2、负责攻克服务中高并发、高稳定性，业务模型复杂等带来的各种挑战及技术难关
3、能够基于领域架构以及微服务定义业务模型和服务等，识别当前架构中存在的问题，定义清晰的问题并推动社区架构升级，体系化地解决问题
4、针对多个产品广泛共用的能力进行抽象、开发及架构优化工作，产出高质量的技术方案和代码，不断优化多个产品广泛使用的底层能力和技术组件","1、2年以上Java开发经验，具备千万级用户产品研发经验；熟悉高性能、高并发、高可用性分布式系统设计，具有相关工作经验
2、对业务架构及应用架构有整体理解，能够独立完成架构设计、关键领域业务建模，熟悉常用的设计模式、软件架构模式，面向架构的扩展、伸缩、性能等有成熟的知识体系
3、具备较强的系统抽象和设计能力，设计合理的业务和技术架构方案，并推进技术规范的落地，追求优雅的设计和优秀的代码质量，有过大型项目code review经验
4、有较强的系统问题分析经验和能力，具备生产系统快速 trouble-shooting 的经验和能力，能够解决复杂的系统问题，擅长进行性能分析与优化
5、技术理解和学习能力强，有很好的适应能力，善于交流沟通，具有优秀的沟通以及推动能力，同时对于业务架构有充足的Sense，能够从全局视角发现一些潜在的问题并推动解决
6、有海外系统建设经验优先",6,邵静静,,,,,https://hunter.xiaohongshu.com/position-detail/18298
C++引擎开发工程师-搜广推【国际化方向】,小红书,,"北京市,上海市,深圳市",本科及以上,3-5年,,"1、深度参与小红书国际化搜索/推荐/广告业务，满足产品、算法对于核心引擎或者基础平台的功能需求
2、抽象通用的业务开发框架与组件，提升业务支持效率，将现有技术逐步平台化和产品化
3、参与搜索引擎、推荐引擎、模型预测、向量检索等基础系统、平台的设计、研发及调优工作，提升效率降低成本","1、基础功底扎实，精通C/C++、Java等至少一门编程语言，具有良好的编程和工程实现能力
2、参与过大规模系统的设计及研发工作，能承担一线的架构设计或研发工作
3、有丰富的搜索或推荐引擎研发经验，对搜索、推荐、KV、模型预测等任一引擎或调度系统有实际开发经验
4、熟悉开源系统，了解Tair、Redis、Lucene、mesos，K8s，Docker，TensorFlow等任一系统者优先
5、有算法Serving服务开发，算法服务性能优化（如结合GPU/FPGA等的优化经验）优先
6、有海外系统建设经验优先",3,邵静静,,,,,https://hunter.xiaohongshu.com/position-detail/18299
大数据开发工程师-搜广推（特征&索引）【国际化方向】,小红书,,"北京市,上海市,深圳市",本科及以上,3-5年,,"1、负责小红书国际化模型样本&特征平台开发，为搜广推算法模型提供高效稳定的学习能力 ；
2、负责小红书国际化搜广推索引传输系统优化和迭代，优化提高系统吞吐、降低延迟、提升迭代效率 ；
3、支持大规模搜广推数据的流式/批量处理 ；","1、计算机相关专业，本科以上学历，两年以上工作经验； 
2、扎实的计算机专业基础知识，精通数据结构/算法设计；
 3、熟练使用Hadoop、Spark、Hive、Flink等大数据处理框架。有海量数据开发经验者优先；
4、有计算广告、推荐系统、信息检索项目背景经验优先 ；
5、具备较强的团队合作精神和沟通能力，能够与不同领域的人员进行有效的沟通和协作。
6、有海外系统建设经验优先",3,邵静静,,,,,https://hunter.xiaohongshu.com/position-detail/18300
模型标注-AI安全产品策略运营,小红书,,"北京市,上海市,武汉市",本科及以上,3-5年,,"1、整体负责点点业务内容、机审安全策略，能够通过对业务场景的深度分析，制定并落地精细化内容、机审安全策略。
2、通过定性、定量方法评测策略表现，进行策略迭代更新，不断提升内容、机审策略效果。
3、与跨部门团队紧密协作，包括算法、舆情、法务、市场等部门，就产品安全PRD/BRD方案落地实施进行高效沟通与协调，推动产品快速上线。
4、持续跟踪国内外 AI 安全法规政策动态，敏锐洞察行业安全趋势与潜在风险，及时为产品提供安全建议与决策支持，确保产品功能&内容符合法律法规要求，规避合规风险。
5、负责建立完善的安全监测与预警机制，实时监控 AI 产品安全态势，快速识别、响应并处理安全事件，最大限度降低安全事件对产品和用户的影响。
6、负责搭建AI 产品安全策略，通过数据驱动的方式分析线上策略的过滤效果，发现并解决存在的问题，不断优化策略内容与执行流程，降低线上策略误伤&漏放。","1、本科及以上学历，政府关系、新闻、政治类学科优先；
2、拥有3年以上传统人审、机审策略安全产品or运营相关工作经验，若出身AI产品安全策略团队优。
3、熟悉网络安全、数据安全、信息安全等相关领域知识，掌握常见的安全攻击手段与防御策略，具备丰富的安全事件应急响应与处置经验；
4、具备出色的数据分析能力，能够熟练运用数据分析工具（如 Python、SQL 等）对海量安全数据进行挖掘与分析，为安全策略制定与优化提供有力支持；
5、熟悉国内外 AI 安全法规政策，如《网络安全法》《数据安全法》《个人信息保护法》等相关法律法规，以及国际上 AI 伦理与安全标准，能够为公司产品合规运营提供精准指导；
6、具备优秀的沟通协调能力，能够与不同部门、不同专业背景的人员进行高效合作，推动跨部门项目顺利开展。",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/16265
审核交付负责人,小红书,,"北京市,武汉市",本科及以上,5-10年,,"1、全面负责审核业务：统筹管理小红书各风险域下笔记、用户和评论的审核，专注于专项治理，维护平台收益，提升用户、品牌和商家对社区服务的满意度和参考价值。
2、业务目标制定与执行：与业务方紧密对齐，制定清晰的业务目标，带领团队高效达成目标，确保审核质量与效率并重。
3、问题发现与解决：主动识别业务策略、人审链路及审核流程中的问题，推动有效解决方案的实施，以提升整体审核效率和准确性。
4、团队管理与发展：设计明确的团队目标与发展方向，提供指导与支持，侧重疑难审核研判方向的精专人才培养，确保团队持续成长与高效运作。","1、教育背景与经验：本科及以上学历，3年以上内容审核管理经验且熟悉大模型运转的相关流程，管理规模200人以上，具备互联网行业背景。
2、审核运作理解：熟悉互联网内容审核运作流程，了解小红书用户画像，具备敏锐的风险洞察能力和全局视角，能够有效应对人工审核面临的大模型冲击。
3、沟通与领导能力：具备优秀的沟通能力和领导力，逻辑思维清晰，能够有效协调跨团队合作，推动业务协同发展。
4、适应能力与责任心：乐观积极，能够在高强度工作环境中保持高效，具备强烈的责任感和韧性，适应业务快速发展的变化。",1,李龙,,,,,https://hunter.xiaohongshu.com/position-detail/18193
大商业风险链路运营Leader,小红书,,北京市,本科及以上,3-5年,,"1、负责大商业风险全链路运营，推动风险定位、风险挖掘治理运营、风险专项运营等方面不断优化。
2、风险感知：整合风险感知和识别信源渠道，从多维度收口风险路径，通过涉及感知策略，对感知到的风险进行研判，明确风险场景和风险等级。
3、风险处置：梳理风险处置手段，并针对风险问题及时处置，降低风险外漏。
4、风险治理：对风险问题进行拆解归因，分析优化路径，联动各方落地优化动作并做监测验收。
5、团队管理：管理风险挖掘相关团队，能够带领团队挖掘已知及未知风险，制定风险挖掘的标准和sop，推动各协作方拿到治理收益。","1、本科及以上学历，5年内容安全、电商、商业化等风险运营相关经验。能提出并反馈业务在策略、流程、系统上存在的问题，并能独立负责跨团队项目统筹，推进提升解决问题；
2、具备运营思维，可以对复杂问题进行拆解，能针对问题拉齐相关方共识，合理分工，资源协调推动业务拿结果，并灵活解决工作过程中的突发问题；
3、具备较强数据分析能力，汇总能力，对数据有较高的敏感性，善于发现问题，并联动相关团队共同落地。
4、具有风险研判、风险挖掘团队相关管理经验优先。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/15471
大商业风控策略Leader,小红书,,"北京市,上海市,武汉市",本科及以上,5-10年,,"1、负责商业化广告&电商场景事前监控、事中拦截、事后处置全流程业务风险管控团队的管理。
2、统筹商业化及电商交易的风控策略，对高危底线风险、聚类风险、黑灰产风险的识别和管控负责。
3、通过异常数据监控，收集各方风险信号源获取风险线索，对异常波动进行风险判定，识别广告场景及交易场景中的真风险问题。
4、负责对风险问题拆解，归因分析定位策略漏洞，反哺现有规则、策略、执行的合理性，推进优化解决。
5、搭建风控策略的流程机制，明确策略上下线的标准，提升策略有效率。
6、联动算法产品并结合业务场景制定差异化的风控策略，包含识别策略、拦截策略、处罚机制并有明确效果产出。","1. 5年以上互联网或相关行业的风险策略/风控产品/战略等相关工作经验，有管理经验优先。
2. 具备较强的项目管理能力，优秀的沟通联动能力，能够高效完成业务协调，业务推动，驱动落地拿结果。
3. 具备较强的逻辑思维能力，有创新思维和强烈的责任心，良好的团队合作意识，将复杂问题拆解为可执行方案。
4. 具备较强的数据分析能力，数据驱动优化，通过excel，sql等工具进行数据清洗、分析进行策略产出。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17375
大商业应急与蓝军Leader,小红书,,"北京市,上海市,武汉市",本科及以上,5-10年,,"1、根据历史数据、舆情、法律法规动向，客户/用户负向反馈，外部风险挖掘；搜集内容安全风险信息和分析业务潜在风险，设计和制定蓝军攻防策略，开展风险核验、风险信息固证、钓鱼实施以及应急线索挖掘、模拟攻防等工作；
2、建设商业化&交易应急体系搭建，搭建紧急、高危风险的应急管控机制；
3、监控产品风险动向和发酵趋势，通过风险养号、违规用户行为研究等手段，执行前端风险研判和挖掘；
4、持续优化蓝军风险信息搜集反馈和业务流程机制，配合风险治理团队，围绕蓝军发现的业务风险，助力达成业务风险治理目标；
5、主导交易&商业化各类重大紧急风险事件联动决策、处置，保障重大紧急事件得到快速决策和妥善处理，沉淀应急处置流程和提升处置效率。","1、本科及以上学历，5年以上互联网行业经验，5年及以上运营管理工作经验，有风险策略、模拟攻防、应急响应经验优先，熟悉互联网舆情、内容安全场景优先；
2、有良好的结构化思维，具备一定的数据分析能力，擅长问题定位和分析解决问题；
3、具备优秀执行力、推动力、和跨部门沟通能力，能够与各团队保持良好协作关系，具备项目管理经验优先；
4、强大的责任心与沟通协作能力，抗压能力强，可承担多部门的项目协调工作。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17340
审核平台后端开发工程,小红书,,"北京市,上海市",本科及以上,1-3年,,"1、负责小红书审核平台的系统建设，打造支持高并发、高质量、高稳定的智能审核系统，包括不限于审核平台、质检平台、练考平台等；
2、深入理解和分析产品需求，能不断拓展业务场景边界，撰写设计文档和系统开发，保证需求按时、高质量交付；
3、愿意接受审核领域复杂业务逻辑、海量数据、服务高可用的挑战，推动系统可用性和可扩展性的提升；
4、具有良好的系统抽象能力，在系统中台能力建设方面能提出创新的解决思路和方案，为团队引入创新技术","1、计算机或相关专业本科以上学历，3年相关工作经验；
2、JAVA基础扎实，理解io、多线程、集合等基础框架，对JVM原理有一定的了解；对于用过的开源框架，能了解到它的原理和机制；
3、至少熟悉一种大型数据库，有sql优化经验的优先；
4、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制，能独立完成系统的设计及开发
5、有较强的团队沟通协作能力和项目风险管理能力，可以push多团队协作按时交付项目；
6、有图文、视频、直播、电商、商业化审核系统开发经验者优先，业务sense良好者优先；
7、学习能力强，具备耐心/细心的品质，喜欢去看及尝试最新的技术，从技术趋势和思路上能影响技术团队。",1,戴拓妮,,,,,https://hunter.xiaohongshu.com/position-detail/17831
业务架构研发负责人,小红书,,"上海市,北京市",本科及以上,不限,,"1、负责带领团队，解决小红书核心业务（如：用户体系、内容中台、触达能力、通用上传通道等）的日常需求迭代；
2、推动业务架构升级，组件化建设、沉淀行业通用解决方案，提升系统稳定性；
3、推进平台化建设，抽象高内聚业务模型、提升交付效率，业务赋能；
4、确保中台类基础业务服务稳定性建设，提升中台服务可用性；","1、丰富的Java开发经验，熟悉Spring Cloud、ORM 等框架；
2、熟悉常见中间件产品的使用和原理（Mysql、Mybatis、Redis、RocketMQ等）；
3、具备高并发、高可靠 大型互联网服务开发维护经验；
4、具备基本的团队管理能力，良好的沟通、协作、抗压能力；
5、加分项：有内容社区、短视频后端服务研发经验优先；具有AI相关研发落地经验。",1,林宇,,,,,https://hunter.xiaohongshu.com/position-detail/18268
